name,ra,dec,distance_pc,ra_ssz,dec_ssz,distance_ssz_pc,xi,D_ssz,stretch_factor,phot_g_mean_mag,parallax
Star-89,302.8022690433109,-36.10821653736984,6.01224558742964,302.8022690433109,-36.10821653736984,12.02449117485928,1.0,0.5,2.0,5.033037,166.3272042796776
Star-90,50.00034361894219,-43.06655252783423,6.041412326770681,50.00034361894219,-43.06655252783423,12.082824653541362,1.0,0.5,2.0,4.063915,165.5242095575573
Star-91,107.50514340448905,38.52526941964586,6.052730195481905,107.50514340448905,38.52526941964586,12.10546039096381,1.0,0.5,2.0,9.934659,165.2146994337292
Star-92,302.19503988923026,-66.18709128441725,6.099256325704463,302.19503988923026,-66.18709128441725,12.198512651408926,1.0,0.5,2.0,3.3641381,163.9544145383167
Star-93,24.24124978791965,9.563070454755836,6.118159561774398,24.24124978791965,9.563070454755836,12.236319123548796,1.0,0.5,2.0,19.461197,163.44784569658697
Star-94,303.4773905559996,-45.16473054247641,6.164578207302766,303.4773905559996,-45.16473054247641,12.329156414605531,1.0,0.5,2.0,7.2426615,162.2171000791857
Star-95,267.01612290514834,70.88157381434476,6.211363574721487,267.01612290514834,70.88157381434476,12.422727149442974,1.0,0.5,2.0,13.778201,160.99524492008814
Star-96,218.5684317569689,-12.516923853592898,6.25302694251758,218.5684317569689,-12.516923853592898,12.50605388503516,1.0,0.5,2.0,9.894982,159.9225477824956
Star-97,352.9716753030632,19.937313746866927,6.253577810127021,352.9716753030632,19.937313746866927,12.507155620254043,1.0,0.5,2.0,10.828941,159.90846046252173
Star-98,352.97012375450475,19.93699282660293,6.263176469198987,352.97012375450475,19.93699282660293,12.526352938397974,1.0,0.5,2.0,9.043998,159.66339203721853
Star-99,229.8563013332923,-7.722707024157902,6.300471781360879,229.8563013332923,-7.722707024157902,12.600943562721758,1.0,0.5,2.0,9.421787,158.71827296463243
